taxid	D	P	C	O	F	G	S	family0	family1	family2	family3	family4	family5	family6	family7	family8	D9
1327969	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Cellulophaga phage phi12:2	100	100	100	200	200	200	200	100	200	100
1327976	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Helsingorvirus	Helsingorvirus Cba121	100	0	0	0	0	0	0	0	0	0
1327983	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Pachyviridae	Baltivirus	Baltivirus phi18tres	500	500	500	500	500	500	500	500	500	500
1327985	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Pachyviridae	Bacelvirus	Bacelvirus phi46tres	500	500	500	500	500	500	500	500	500	500
1327990	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Steigviridae	Akihdevirus	Akihdevirus balticus	900	900	900	900	900	900	900	900	900	900
1329832	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii	0	100	0	0	0	0	0	0	0	0
1330070	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Megrivirus	Melegrivirus A	0	0	0	0	0	0	0	0	0	100
1330524	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Salivirus	Salivirus A	100	0	0	0	0	0	0	0	0	0
1331200	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchiseptica	0	0	0	0	0	200	0	0	0	0
1331218	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchiseptica	0	0	0	0	500	0	0	0	0	0
1331222	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchiseptica	0	0	500	0	0	0	0	0	0	0
1331232	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchiseptica	0	0	0	400	0	0	0	0	400	0
1331235	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchiseptica	0	0	0	0	0	0	500	0	0	0
1332145	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Igirivirus	Igirivirus STIP37	0	0	0	0	0	100	0	0	0	0
133448	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter youngae	0	0	100	0	0	0	0	0	0	100
1335476	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Psipapillomavirus	Psipapillomavirus 2	100	100	0	0	0	0	0	0	0	100
1335613	Bacteria	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Gordonibacter	Gordonibacter urolithinfaciens	200	100	100	100	100	200	100	100	200	100
1338506	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyophipapillomavirus	Dyophipapillomavirus 1	100	0	0	0	0	0	0	100	0	0
133926	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella uli	200	0	0	100	0	0	100	100	100	200
1340745	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Saetivirus	Saetivirus VFJ	0	100	0	100	0	0	0	0	0	0
1340769	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Herelleviridae	Sepunavirus	Sepunavirus SEP1	100	0	0	100	0	100	0	100	0	100
1340810	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Kyanoviridae	Sedonavirus	Sedonavirus tusconh	100	0	100	0	0	100	0	100	100	100
1340812	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Kyanoviridae	Acionnavirus	Acionnavirus monteraybay	100	0	0	100	100	0	100	0	100	100
1343494	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Subteminivirus	Subteminivirus SMA7	0	100	0	0	0	100	100	100	100	0
1346893	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Scuticavirus	Scuticavirus SMA6	0	0	100	100	100	0	100	0	0	0
1349754	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus simplex	0	0	100	0	0	0	0	0	0	0
1352235	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyosigmapapillomavirus	Dyosigmapapillomavirus 1	0	0	0	0	0	0	0	0	100	0
1357706	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Zobellviridae	Melvirus	Melvirus helgolandense	100	100	0	100	0	0	100	0	100	100
1357732	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Kozyakovvirus	Kozyakovvirus A4L	0	0	0	0	0	0	0	0	100	0
1358	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	0	400	0	500	0	500	500	400	400	0
1359	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus cremoris	400	100	100	0	0	0	0	100	100	500
1360	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	100	0	0	0	400	0	0	0	0	0
1363	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus garvieae	0	0	0	0	100	0	0	0	0	0
1368424	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis	0	0	0	0	0	0	0	100	0	0
137591	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella cibaria	100	100	100	0	0	100	0	100	0	0
1381	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	Atopobium minutum	100	200	0	200	0	200	0	100	200	100
138184	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Macavirus	Macavirus alcelaphinegamma2	100	100	100	0	100	0	0	100	0	0
1382	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	Lancefieldella parvula	200	100	200	200	100	100	100	200	200	200
1385385	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Aliceevansviridae	Brussowvirus	Brussowvirus TP778L	300	300	300	200	300	300	200	200	300	300
1391188	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Herelleviridae	Siminovitchvirus	Siminovitchvirus CP51	100	0	0	100	0	100	100	0	0	100
1392501	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas ruminantium	0	300	0	0	200	0	0	0	0	300
1395580	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp. DC4	0	0	100	100	0	100	0	0	100	0
139641	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis byssoidea	500	500	500	500	500	500	500	500	500	500
1399874	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	uncultured Marvinbryantia sp.	0	0	0	100	0	100	0	100	0	0
1401062	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Hoylesella	Hoylesella timonensis	0	0	100	0	0	0	0	0	0	0
1401074	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Hoylesella	Hoylesella buccalis	0	0	0	0	200	0	0	0	0	100
1401263	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Limnipivirus	Limnipivirus C	0	100	0	0	100	100	0	0	0	0
1402	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis	100	100	200	100	200	100	100	0	100	100
1402875	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Jiaoyazivirus	Jiaoyazivirus RSB3	0	0	0	0	0	100	0	0	0	0
1404	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia megaterium	100	100	100	100	100	100	100	100	100	200
1406779	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Pettyvirus	Pettyvirus petty	0	0	0	0	0	0	100	0	0	0
1406780	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Schitoviridae	Presleyvirus	Presleyvirus presley	0	0	0	100	0	100	0	0	0	100
1406790	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Slashvirus	Slashvirus slash	0	0	100	0	0	0	0	0	0	0
1407	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus psychrosaccharolyticus	100	100	0	0	100	100	100	100	0	100
1408423	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Anaerovibrio	Anaerovibrio lipolyticus	0	0	0	0	0	0	0	200	0	0
1410331	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Kayfunavirus	Kayfunavirus Dev2	100	0	0	0	0	0	0	0	0	0
1410646	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium merycicum	200	200	0	0	0	0	0	200	0	0
1410647	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium ruminantium	0	0	0	300	0	0	0	0	200	200
1414721	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecalispora	Faecalispora jeddahensis	100	0	100	0	100	0	0	0	0	0
1415147	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Casjensviridae	Salvovirus	Salvovirus salvo	0	100	100	100	100	0	100	100	100	100
1415148	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Casjensviridae	Sanovirus	Xylella virus Sano	100	100	0	0	0	100	100	0	100	100
1416009	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Schitoviridae	Jwalphavirus	Jwalphavirus jwalpha	0	0	100	0	100	0	0	0	0	0
1416021	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Sakobuvirus	Sakobuvirus A	100	0	100	0	0	0	0	100	0	0
1419109	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Percavirus	Percavirus phocidgamma3	0	0	0	100	0	0	0	0	100	100
1423749	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus gastricus	0	0	100	0	0	0	0	0	0	0
1423760	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus ingluviei	0	0	0	0	0	0	0	100	0	0
1423820	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus araffinosus	100	100	100	100	0	100	0	0	0	100
142586	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium sp.	500	400	200	500	0	200	300	0	400	300
1427156	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Lambdatorquevirus	Lambdatorquevirus phoci3	100	100	0	100	0	100	100	0	0	0
1427985	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchiseptica	400	400	0	0	0	0	0	0	0	0
1432052	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	Eisenbergiella tayi	0	0	100	0	100	0	100	0	0	100
143387	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum	400	0	0	200	600	0	0	400	0	0
1434070	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Epsilonpapillomavirus	Epsilonpapillomavirus 2	0	0	0	100	0	0	100	0	100	100
1435056	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Trueperella	Trueperella pyogenes	100	0	0	0	0	0	0	0	0	0
1441737	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum	0	0	0	0	0	500	0	0	0	0
1442368	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea pedrosoi	200	200	200	200	200	200	200	200	200	200
1442369	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	Rhinocladiella mackenziei	200	200	200	200	200	200	200	200	200	200
1444067	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella ornithinolytica	0	0	0	0	0	100	0	0	0	0
1445809	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Waukeshavirus	Waukeshavirus BMBtp3	0	100	0	0	0	0	0	0	0	0
1445859	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Chaseviridae	Yushanvirus	Yushanvirus Spp001	100	100	100	200	100	100	100	100	100	200
1448141	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Trueperella	Trueperella pyogenes	0	0	0	200	0	0	0	0	0	0
1451050	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Peduoviridae	Vulnificusvirus	Vulnificusvirus PV94	0	0	100	0	0	0	0	0	0	0
1453496	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia	Hafnia alvei	0	0	0	0	600	0	0	0	0	0
1455076	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Caroctavirus	Caroctavirus CR8	100	0	100	0	0	0	100	0	0	0
145579	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Bdellomicrovirus	Bdellomicrovirus MH2K	200	100	100	100	100	100	100	200	100	100
1458262	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchiseptica	0	0	0	0	0	0	0	0	0	500
1458263	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchiseptica	0	0	0	0	0	0	0	500	0	0
145856	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Picobirnaviridae	Orthopicobirnavirus	Orthopicobirnavirus hominis	300	400	400	300	400	300	300	400	300	300
1463607	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Coriovirus	Coriovirus Cf1c	100	0	0	100	0	0	0	0	0	100
1463817	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Treiszetapapillomavirus	Treiszetapapillomavirus 1	0	0	0	0	0	0	0	0	100	0
1464071	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyopsipapillomavirus	Dyopsipapillomavirus 1	0	0	0	0	100	0	0	100	100	100
1464072	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyoomegapapillomavirus	Dyoomegapapillomavirus 1	100	0	0	0	0	0	0	0	0	0
1464074	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Treisdeltapapillomavirus	Treisdeltapapillomavirus 1	0	100	0	0	0	0	0	0	0	0
1465754	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes timonensis	0	100	0	100	0	0	0	0	0	0
1465756	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus grossensis	200	0	200	200	100	200	0	200	100	0
1468449	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania massiliensis	0	0	0	0	0	100	0	0	100	100
147206	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella stercoris	0	0	0	300	0	400	0	0	0	300
147207	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella intestinalis	300	300	300	0	300	0	400	0	400	0
1472416	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas faecihominis	300	400	400	0	300	300	400	300	300	400
1473216	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Senegalimassilia	Senegalimassilia anaerobia	200	300	200	400	300	0	0	200	300	200
1476391	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Schitoviridae	Litunavirus	Litunavirus Ab09	100	0	0	0	0	0	0	0	0	0
1476886	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Nevevirus	Nevevirus P078	0	0	100	0	0	0	0	0	0	0
1477404	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Schitoviridae	Baltimorevirus	Baltimorevirus DFL12	100	0	100	100	100	0	0	0	100	0
1480065	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Treisepsilonpapillomavirus	Treisepsilonpapillomavirus 1	100	0	0	0	0	0	0	0	0	0
1480731	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Drexlerviridae	Jhansiroadvirus	Jhansiroadvirus gwaliVC1	0	100	100	100	0	0	0	100	0	0
1481187	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Daemvirus	Daemvirus acibel007	100	0	0	100	0	0	0	100	0	0
1481453	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Mosavirus	Mosavirus A	0	0	0	0	0	0	100	0	0	0
1481785	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Risjevirus	Risjevirus RSJ2	0	0	0	100	0	100	0	0	0	0
1482734	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Aalivirus	Aalivirus apekidu	0	0	0	0	100	0	0	0	0	100
1485682	Eukaryota	Microsporidia	unclassified Microsporidia class	unclassified Microsporidia order	unclassified Microsporidia family	Mitosporidium	Mitosporidium daphniae	500	500	500	500	500	500	500	500	500	500
148604	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus ingluviei	0	0	0	0	100	0	0	0	0	0
1486423	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Rountreeviridae	Negarvirus	Negarvirus WP2	200	200	200	200	100	200	200	200	200	200
1486427	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Timquatrovirus	Timquatrovirus zoeJ	0	0	0	100	0	0	0	0	0	0
1489836	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Salovirus	Nordland virus	100	100	100	100	100	100	100	100	100	100
1493508	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Kyanoviridae	Nereusvirus	Nereusvirus tusconc4	0	100	100	100	100	100	0	0	100	100
1493509	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Kyanoviridae	Lowelvirus	Lowelvirus tuscon4d	0	100	0	0	100	100	0	100	100	0
1493510	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Kyanoviridae	Chalconvirus	Chalconvirus acg2014e	0	0	100	100	100	0	100	0	100	100
1493511	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Kyanoviridae	Atlauavirus	Atlauavirus tusconc8	0	100	100	0	0	0	0	0	0	0
1493512	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Kyanoviridae	Macariavirus	Macariavirus tuscon14g	0	100	100	0	100	100	0	100	0	0
1493514	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Kyanoviridae	Potamoivirus	Potamoivirus tusconj	100	0	0	100	100	100	100	100	100	0
1496	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile	200	100	200	100	100	200	100	100	0	100
1497851	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Herelleviridae	Nitunavirus	Nitunavirus SPG24	100	0	0	100	0	100	100	0	0	0
1498172	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Gajwadongvirus	Gajwadongvirus ECBP5	0	0	100	0	0	100	0	100	100	0
1499973	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia marmotae	100	100	0	100	100	0	100	100	100	100
1501392	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	Coprobacter secundus	100	100	300	0	100	0	0	0	0	0
150286	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Alloherpesviridae	Cyvirus	Cyvirus anguillidallo1	300	300	300	300	300	200	200	200	300	200
1505	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Paraclostridium	Paraclostridium sordellii	100	200	100	100	200	100	100	200	100	200
1505227	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Chaseviridae	Pahsextavirus	Pahsextavirus pAh6C	100	200	100	100	100	100	100	100	100	100
1505528	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Habenivirus	Habenivirus RS603	100	0	0	0	0	100	0	0	0	0
1505757	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Siccibacter	Siccibacter colletis	0	0	0	0	100	100	100	0	0	100
1506471	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sutterellaceae	Dakarella	Dakarella massiliensis	300	200	200	200	200	200	200	200	200	200
1507512	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	Romboutsia hominis	200	200	200	100	100	100	100	200	200	100
1511784	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Pasivirus	Pasivirus A	0	0	0	0	0	0	0	100	0	0
1512	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	[Clostridium] symbiosum	0	0	0	0	0	0	0	100	0	100
1514664	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Rhotorquevirus	Rhotorquevirus murid1	0	0	0	0	100	100	100	100	100	0
1514665	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Rodent Torque teno virus 2	0	0	100	100	100	100	100	100	100	100
152331	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus parabuchneri	100	100	0	100	100	100	100	100	100	100
1525173	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Circovirus	Human circovirus VS6600022	400	400	400	400	400	400	400	400	400	400
1529058	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Zobellviridae	Icepovirus	Vibrio phage ICP2_2013_A_Haiti	100	200	100	200	200	200	100	200	100	200
1529909	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	100	0	0	0	0	0	0	0	0	0
1529918	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	0	0	0	0	0	0	0	100	0	0
1529924	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	0	0	0	0	100	0	0	0	0	0
1530085	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Peduoviridae	Arsyunavirus	Arsyunavirus RSY1	0	0	0	100	0	0	0	0	0	0
1531	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster clostridioformis	0	0	0	100	100	100	0	0	0	0
1532	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia coccoides	0	0	0	0	0	0	0	0	0	100
1535290	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Betatorquevirus homini27	100	100	100	100	0	0	100	0	0	100
1540098	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Seuratvirus	Seuratvirus seurat	0	0	0	0	100	0	0	0	0	0
1541821	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Herelleviridae	Pecentumvirus	Pecentumvirus WIL1	100	0	100	100	0	100	100	100	0	0
1541887	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Casjensviridae	Chivirus	Chivirus chi	0	0	0	0	0	0	0	0	0	100
1542477	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Kyanoviridae	Haifavirus	Haifavirus tim68	100	100	100	0	100	0	0	100	0	100
1542498	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Tuodvirus	Tuodvirus phD2B	0	0	0	100	0	0	0	0	0	0
1543201	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Zindervirus	Zindervirus BP12B	0	0	0	0	100	0	0	0	0	0
1543419	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Xitorquevirus	Xitorquevirus molos1	100	100	100	100	0	0	100	100	0	100
1544	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena orotica	100	0	100	0	100	0	0	0	100	0
1547	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Thomasclavelia	Thomasclavelia ramosa	200	200	0	200	0	0	200	200	200	200
1550024	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruthenibacterium	Ruthenibacterium lactatiformans	100	100	0	100	100	0	100	100	100	100
1555208	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Casjensviridae	unclassified Casjensviridae genus	Ruegeria phage DSS3-P1	100	100	0	100	100	100	0	0	0	0
155615	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium vincentii	100	0	0	0	200	0	0	0	0	0
1556290	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Stanwilliamsviridae	Samistivirus	Samistivirus jay2jay	100	100	100	100	100	100	100	100	100	100
155865	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium pyruvativorans	0	100	200	0	0	300	200	0	100	200
1563661	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Schitoviridae	Dendoorenvirus	Dendoorenvirus RG2014	100	0	100	100	0	100	0	0	0	100
1564115	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Bopivirus	Bopivirus A	0	0	0	0	0	0	0	0	0	100
1565990	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Orivirus	Orivirus A	0	100	0	0	0	0	0	0	100	0
