taxid	D	P	C	O	F	G	S	50pctHuman_0	50pctHuman_1	50pctHuman_2	50pctHuman_3	50pctHuman_4	50pctHuman_5	50pctHuman_6	50pctHuman_7	50pctHuman_8	50pctHuman_9	90pctHuman_0	90pctHuman_1	90pctHuman_2	90pctHuman_3	90pctHuman_4	90pctHuman_5	90pctHuman_6	90pctHuman_7	90pctHuman_8	90pctHuman_9	10pctHuman_0	10pctHuman_1	10pctHuman_2	10pctHuman_3	10pctHuman_4	10pctHuman_5	10pctHuman_6	10pctHuman_7	10pctHuman_8	10pctHuman_9
1625	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Fructilactobacillus	Fructilactobacillus sanfranciscensis	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
1629654	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Ghunavirus	Ghunavirus Psa17	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
1629657	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Alphatorquevirus cerco2	0	100	0	0	0	0	0	100	0	100	0	100	0	0	0	0	0	100	0	100	0	100	0	0	0	0	0	100	0	100
1633	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus vaginalis	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0
1635151	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Sanguibacteroides	uncultured Sanguibacteroides sp.	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0
1636189	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Schitoviridae	Litunavirus	Litunavirus PA26	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
1636570	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Skunavirus	Skunavirus sv512	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
1636580	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Skunavirus	Skunavirus JF1	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
1636581	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Skunavirus	Skunavirus L18	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
1637527	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus I	0	100	0	0	0	0	0	0	0	100	0	100	0	0	0	0	0	0	0	100	0	100	0	0	0	0	0	0	0	100
1639133	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter portucalensis	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
1640973	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Schitoviridae	Litunavirus	Litunavirus LIT1	0	0	100	0	200	0	0	0	0	0	0	0	100	0	200	0	0	0	0	0	0	0	100	0	200	0	0	0	0	0
1641896	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Harkavirus	Harkavirus A	100	100	0	100	0	100	0	0	0	0	100	100	0	100	0	100	0	0	0	0	100	100	0	100	0	100	0	0	0	0
1647285	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Bendigovirus	Bendigovirus GMA6	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0
1647373	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Friunavirus	Friunavirus Fri1	0	100	0	0	100	0	0	0	0	100	0	100	0	0	100	0	0	0	0	100	0	100	0	0	100	0	0	0	0	100
1647400	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Efquatrovirus	Efquatrovirus EcZZ2	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
1647411	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Demerecviridae	Tequintavirus	Tequintavirus NR01	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0
1647454	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Demerecviridae	Epseptimavirus	Epseptimavirus SE24	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
1647465	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Peduoviridae	Senquatrovirus	Senquatrovirus SEN4	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100
1647473	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Grutrevirus	Grutrevirus GRU3	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
1647924	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Human papillomavirus KC5	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
1650736	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Mupapillomavirus	Mupapillomavirus 3	0	0	0	0	0	0	100	0	100	0	0	0	0	0	0	0	100	0	100	0	0	0	0	0	0	0	100	0	100	0
165096	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella koreensis	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
165179	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	Segatella copri	100	100	100	0	0	0	100	300	0	100	100	100	100	0	0	0	100	300	0	100	100	100	100	0	0	0	100	300	0	100
165187	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	uncultured Bifidobacterium sp.	0	0	0	100	0	100	100	0	0	100	0	0	0	100	0	100	100	0	0	100	0	0	0	100	0	100	100	0	0	100
165190	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	uncultured Collinsella sp.	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100
1653435	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Merdimonas	Merdimonas faecis	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0
1654928	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Straboviridae	Jiaodavirus	Jiaodavirus pko111	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
1654930	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus mandrillinebeta1	100	0	0	0	100	200	0	0	0	100	100	0	0	0	100	200	0	0	0	100	100	0	0	0	100	200	0	0	0	100
1655	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces naeslundii	0	0	0	100	0	0	0	0	0	100	0	0	0	100	0	0	0	0	0	100	0	0	0	100	0	0	0	0	0	100
1655021	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Pahexavirus	Pahexavirus solid	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
1655644	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Parabacteroides phage YZ-2015a	0	200	0	100	100	0	100	0	100	100	0	200	0	100	100	0	100	0	100	100	0	200	0	100	100	0	100	0	100	100
1655645	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Parabacteroides phage YZ-2015b	0	0	100	0	0	100	0	0	0	100	0	0	100	0	0	100	0	0	0	100	0	0	100	0	0	100	0	0	0	100
1655646	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Gokushovirinae Bog1183_53	0	100	0	0	100	0	0	200	100	0	0	100	0	0	100	0	0	200	100	0	0	100	0	0	100	0	0	200	100	0
1655647	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Microviridae Bog1249_12	0	200	0	0	0	100	0	0	100	100	0	200	0	0	0	100	0	0	100	100	0	200	0	0	0	100	0	0	100	100
1655648	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Microviridae Bog5275_51	100	100	200	0	100	0	100	0	0	0	100	100	200	0	100	0	100	0	0	0	100	100	200	0	100	0	100	0	0	0
1655649	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Gokushovirinae Bog5712_52	0	0	0	100	100	100	0	100	0	100	0	0	0	100	100	100	0	100	0	100	0	0	0	100	100	100	0	100	0	100
1655650	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Gokushovirinae Bog8989_22	0	0	100	100	200	100	0	100	0	0	0	0	100	100	200	100	0	100	0	0	0	0	100	100	200	100	0	100	0	0
1655651	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Microviridae Bog9017_22	0	100	0	200	100	200	100	100	0	100	0	100	0	200	100	200	100	100	0	100	0	100	0	200	100	200	100	100	0	100
1655652	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Microviridae Fen2266_11	0	200	0	0	0	0	100	100	0	200	0	200	0	0	0	0	100	100	0	200	0	200	0	0	0	0	100	100	0	200
1655653	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Microviridae Fen418_41	0	0	300	200	0	0	100	100	100	0	0	0	300	200	0	0	100	100	100	0	0	0	300	200	0	0	100	100	100	0
1655654	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Microviridae Fen4707_41	100	0	200	0	100	0	100	0	0	100	100	0	200	0	100	0	100	0	0	100	100	0	200	0	100	0	100	0	0	100
1655656	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Gokushovirinae Fen672_31	0	0	0	0	400	100	0	100	300	100	0	0	0	0	400	100	0	100	300	100	0	0	0	0	400	100	0	100	300	100
1655657	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Microviridae Fen685_11	200	0	100	200	0	100	0	100	200	100	200	0	100	200	0	100	0	100	200	100	200	0	100	200	0	100	0	100	200	100
1655658	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Microviridae Fen7786_21	100	100	0	100	0	0	0	100	0	0	100	100	0	100	0	0	0	100	0	0	100	100	0	100	0	0	0	100	0	0
1655659	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Gokushovirinae Fen7875_21	100	0	0	200	0	0	100	0	0	200	100	0	0	200	0	0	100	0	0	200	100	0	0	200	0	0	100	0	0	200
1655660	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Microviridae Fen7895_21	200	100	100	100	100	100	100	100	100	0	200	100	100	100	100	100	100	100	100	0	200	100	100	100	100	100	100	100	100	0
1655661	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Microviridae Fen7918_21	0	200	100	0	100	100	0	0	0	100	0	200	100	0	100	100	0	0	0	100	0	200	100	0	100	100	0	0	0	100
1655662	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Microviridae Fen7940_21	200	0	0	100	0	100	100	100	100	0	200	0	0	100	0	100	100	100	100	0	200	0	0	100	0	100	100	100	100	0
1659219	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Kobuvirus dekago	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
1659220	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Kobuvirus dekago	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0
1660	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia odontolytica	0	100	0	0	100	0	100	0	0	200	0	100	0	0	100	0	100	0	0	200	0	100	0	0	100	0	100	0	0	200
1661	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Trueperella	Trueperella pyogenes	0	200	0	0	200	100	100	100	200	100	0	200	0	0	200	100	100	100	200	100	0	200	0	0	200	100	100	100	200	100
166122	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	unclassified Retroviridae genus	Human endogenous retrovirus K	100	100	300	100	200	200	200	100	400	100	100	100	300	100	200	200	200	100	400	100	100	100	300	100	200	200	200	100	400	100
1661395	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Ampivirus	Ampivirus apilisi	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0
1664275	Bacteria	Mycoplasmatota	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma sp. HU2014	2700	3000	2900	2200	2400	3000	2400	2700	1800	2500	2700	3000	2900	2200	2400	3000	2400	2700	1800	2500	2700	3000	2900	2200	2400	3000	2400	2700	1800	2500
1664694	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora attinorum	0	0	100	0	0	0	0	200	0	0	0	0	100	0	0	0	0	200	0	0	0	0	100	0	0	0	0	200	0	0
1667587	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus cercopithecinebeta5	100	100	0	0	0	0	0	100	200	0	100	100	0	0	0	0	0	100	200	0	100	100	0	0	0	0	0	100	200	0
167	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema succinifaciens	400	400	300	600	400	1100	700	500	100	700	400	400	300	600	400	1100	700	500	100	700	400	400	300	600	400	1100	700	500	100	700
1670973	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Gyrovirus	Gyrovirus fulgla1	0	0	0	0	0	200	0	0	0	100	0	0	0	0	0	200	0	0	0	100	0	0	0	0	0	200	0	0	0	100
1671396	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Przondovirus	Przondovirus KpV289	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0
1671798	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 13	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100
1673646	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Picobirnaviridae	Picobirnavirus	Picobirnavirus Equ3	200	100	100	200	0	0	0	100	0	100	200	100	100	200	0	0	0	100	0	100	200	100	100	200	0	0	0	100	0	100
1673717	Bacteria	Bacillota	Clostridia	Eubacteriales	Acutalibacteraceae	Anaeromassilibacillus	Anaeromassilibacillus senegalensis	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
1673720	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Anaerotruncus	Anaerotruncus massiliensis (ex Togo et al. 2019)	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
1673721	Bacteria	Bacillota	Clostridia	Eubacteriales	unclassified Eubacteriales family	Intestinimonas	Intestinimonas massiliensis (ex Afouda et al. 2020)	0	0	0	0	0	100	100	0	0	100	0	0	0	0	0	100	100	0	0	100	0	0	0	0	0	100	100	0	0	100
1675036	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera hexanoica	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
1675551	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Rosebushvirus	Rosebushvirus godines	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0
1675600	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Sansavirus	Caulobacter virus Sansa	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0
1676181	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Chimpanzee faeces associated microphage 1	200	0	0	0	0	0	0	0	300	0	200	0	0	0	0	0	0	0	300	0	200	0	0	0	0	0	0	0	300	0
1676182	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Chimpanzee faeces associated microphage 2	0	0	200	100	200	0	200	300	100	100	0	0	200	100	200	0	200	300	100	100	0	0	200	100	200	0	200	300	100	100
1676183	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Chimpanzee faeces associated microphage 3	0	0	0	0	0	100	0	0	200	100	0	0	0	0	0	100	0	0	200	100	0	0	0	0	0	100	0	0	200	100
1676614	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Xylanibacter	Xylanibacter rarus	0	0	100	0	100	0	0	100	0	100	0	0	100	0	100	0	0	100	0	100	0	0	100	0	100	0	0	100	0	100
1679	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	100	100	0	0	100	0	100	100	0	0	100	100	0	0	100	0	100	100	0	0	100	100	0	0	100	0	100	100	0	0
1679169	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FJAT-27916	0	100	0	0	100	0	0	0	0	0	0	100	0	0	100	0	0	0	0	0	0	100	0	0	100	0	0	0	0	0
167968	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	uncultured Desulfovibrio sp.	100	200	0	0	200	300	100	100	300	100	100	200	0	0	200	300	100	100	300	100	100	200	0	0	200	300	100	100	300	100
1680	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	0	0	0	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0	100
1681	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum	100	100	100	0	100	100	100	0	0	0	100	100	100	0	100	100	100	0	0	0	100	100	100	0	100	100	100	0	0	0
168172	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia striiformis	400	400	400	400	100	300	200	300	200	200	400	400	400	400	100	300	200	300	200	200	400	400	400	400	100	300	200	300	200	200
1682340	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 27	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
1683	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium angulatum	0	0	100	100	100	0	0	100	100	0	0	0	100	100	100	0	0	100	100	0	0	0	100	100	100	0	0	100	100	0
1685501	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Restivirus	Restivirus RSS1	0	0	0	0	300	0	0	0	200	0	0	0	0	0	300	0	0	0	200	0	0	0	0	0	300	0	0	0	200	0
1686	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium catenulatum	100	100	0	0	0	100	0	0	0	0	100	100	0	0	0	100	0	0	0	0	100	100	0	0	0	100	0	0	0	0
1686381	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter sp. MGH106	200	100	100	0	0	0	0	300	200	300	200	100	100	0	0	0	0	300	200	300	200	100	100	0	0	0	0	300	200	300
1689	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium dentium	0	0	100	0	0	0	200	0	100	100	0	0	100	0	0	0	200	0	100	100	0	0	100	0	0	0	200	0	100	100
1689270	Bacteria	Bacillota	Clostridia	Eubacteriales	unclassified Eubacteriales family	Intestinimonas	Intestinimonas timonensis	0	100	0	0	100	200	0	0	0	100	0	100	0	0	100	200	0	0	0	100	0	100	0	0	100	200	0	0	0	100
1690	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudolongum	0	0	0	0	0	100	200	200	0	0	0	0	0	0	0	100	200	200	0	0	0	0	0	0	0	100	200	200	0	0
1690425	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Likavirus	Likavirus caliburn	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
1690426	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Likavirus	Likavirus aaronocolus	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0
1691955	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Jimmervirus	Jimmervirus osiris	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100
169292	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium aurimucosum	0	0	0	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0	100	0
1694	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudolongum	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
169679	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium saccharobutylicum	0	100	200	0	0	0	0	0	0	100	0	100	200	0	0	0	0	0	0	100	0	100	200	0	0	0	0	0	0	100
1698715	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Cheoctovirus	Cheoctovirus xfactor	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
1701404	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Gokushovirinae GAIR4	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100
1701405	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Gokushovirinae GNX3R	0	0	0	100	100	0	100	0	0	0	0	0	0	100	100	0	100	0	0	0	0	0	0	100	100	0	100	0	0	0
170325	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Varicellovirus	Varicellovirus canidalpha1	0	0	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0
1703332	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Butyribacter	Butyribacter intestini	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
1705565	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus solani	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0
1708572	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Hepatovirus	Hepatovirus B	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	100	100
1715098	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. HMSC074B11	0	0	0	0	100	0	0	0	100	0	0	0	0	0	100	0	0	0	100	0	0	0	0	0	100	0	0	0	100	0
1718280	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Aliceevansviridae	Moineauvirus	Moineauvirus mv53	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
1720296	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus rubinfantis	100	0	0	0	0	100	0	0	100	100	100	0	0	0	0	100	0	0	100	100	100	0	0	0	0	100	0	0	100	100
1720300	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter massiliensis	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0
172042	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Rothia	Rothia aeria	100	0	100	0	0	0	0	0	0	0	100	0	100	0	0	0	0	0	0	0	100	0	100	0	0	0	0	0	0	0
1720493	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Seuratvirus	Escherichia phage slur01	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
172314	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Parechovirus	Parechovirus B	0	0	100	0	0	0	100	0	0	0	0	0	100	0	0	0	100	0	0	0	0	0	100	0	0	0	100	0	0	0
1727	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium variabile	0	100	0	0	100	0	100	0	0	0	0	100	0	0	100	0	100	0	0	0	0	100	0	0	100	0	100	0	0	0
